keyword,title,authors,keywords_in_description,description,goodreads_url
mental,Spider-Gwen #4,Jason Latour Robbi Rodriguez,,"* Learn what really happened the day that Peter Parker died!
* Gwen comes face to face with Ben and May Parker!",https://www.goodreads.com/book/show/25046662-spider-gwen-4
mental,Batman: Arkham Asylum: A Serious House on Serious Earth,Grant Morrison Dave McKean Gaspar Saladino,,"The inmates of Arkham Asylum have taken over Gotham's detention center for the criminally insane on April Fool's Day, demanding Batman in exchange for their hostages. Accepting their demented challenge, Batman is forced to endure the personal hells of the Joker, Scarecrow, Poison Ivy, Two-Face and many other sworn enemies in order to save the innocents and retake the prison. During his run through this absurd gauntlet, the Dark Knight's must face down both his most dangerous foes and his inner demons.This is the critically acclaimed Batman story that helped launch the U.S. careers of Grant Morrison and Dave McKean.",https://www.goodreads.com/book/show/23569437-batman
mental,Moon Knight (Volume 2): Midnight Sun,Charlie Huston David Finch Mico Suayan,,"Three months back on the job, and they're already coming out of the woodwork. The bad guys you expect. The gangsters and the hoods with old axes to grind. They all come with the territory. But the heroes - them you don't expect. Popping up to give you the eyeball and make sure you're toeing the line. Their line. Spider-Man... Frank Castle, the angel of death himself...even the fugitive Captain America. And now, this other thing. Someone is out there. Someone hitting the old haunts, scenes of the old crimes. Leaving messages. Leaving bodies. Someone who knows you. Someone who crushes steel and pulls off limbs. All to get your attention. Someone out of your league.
Collecting: Moon Knight7-13",https://www.goodreads.com/book/show/2046175.Moon_Knight_Volume_2_
mental,Bad Houses,Sara Ryan Carla Speed McNeil,,"Lives intersect in the most unexpected ways when teenagers Anne and Lewis cross paths at an estate sale in sleepy Failin, Oregon. Failin was once a thriving logging community. Now the town's businesses are crumbling, its citizens bitter and disaffected. Anne and Lewis refuse to succumb to the fate of the older generation as they discover - together - the secrets of their hometown and their own families. Bad Houses is a coming-of-age tale about love, trust, hoarding, and dead people's stuff from award-winning creators Sara Ryan (Empress of the World) and Carla Speed McNeil (Finder).",https://www.goodreads.com/book/show/18128123-bad-houses
mental,"Innocent, tome 2 (Innocent, #2)",Shin'ichi Sakamoto Ban Ben Zhen Yi,,"A 14 ans, Charles-Henri Sanson est deja bien loin de l'innocence qui caracterise les enfants de cet age. C'est une main encore frele qui doit administrer la justice sur l'echafaud...
Dans le Paris de 1753, a la veille de la Revolution, Charles-Henri Sanson n'est age que de 14 ans lorsqu'il doit, pour la premiere fois, monter sur l'echafaud dresse en place de Greve pour proceder, au lieu de son pere, executeur des hautes oeuvres de Paris, a un supplice.
Resolu a lutter contre le terrible heritage familial, il decide de progresser vers ses propres ideaux, mais le chemin sera long...",https://www.goodreads.com/book/show/26868989-innocent-tome-2
mental,"Madre, vuelve a casa",Paul Hornschemeier,,"Thomas tiene siete anos y acaba de perder a su madre. A pesar de sus esfuerzos por superar su perdida, tanto el como su padre son incapaces de iniciar una nueva vida. Disfrazado con una mascara de leon y una capa de terciopelo rojo, Thomas se convierte en el guardian de los lugares que solia frecuentar su madre mientras su padre se distancia progresivamente de la realidad.
Mas que una historia sobre la muerte, Madre, vuelve a casa es una historia sobre la ausencia. La ausencia de una madre y una esposa, pero tambien sobre la ausencia de un padre que, en plena depresion, se distancia del mundo exterior incluido su propio hijo. La mascara de leon que se pone Thomas es un simbolo de memoria pero es, tambien, un escudo contra la aceptacion de la realidad.",https://www.goodreads.com/book/show/7928479-madre-vuelve-a-casa
mental,Dylan Dog: Reinkarnation,Pasquale Ruju Corrado Roi Daniel --Tholin,,En psykologisk thriller! Sheena Johnson har ett ovanligt problem - hon ar besatt av tre sedan lange doda seriemordare. Nar Sheena drommer om mord fylls Londons gator av lik. Kan mardromsdetektiven Dylan Dog hjalpa henne?,https://www.goodreads.com/book/show/25323351-dylan-dog
mental,Neurocómic,Matteo Farinella Hana Ros,,"?De que esta hecho tu cerebro?
?Como funciona la memoria?
?Que es neurona y como funciona?
?Que eres tu?
Si alguna vez te has hecho alguna de estas preguntas, en Neurocomic encontraras la respuesta.
Aunque aun hay mucho por descubrir sobre el funcionamiento del cerebro, en los ultimos anos la neurociencia ha avanzado a pasos agigantados, pero entender esos descubrimientos puede ser dificil para los que no somos expertos en el tema. Gracias a los doctores en neurociencia Matteo Farinella y Hana Ros, con Neurocomic accederemos a los secretos de una forma sencilla y amena.",https://www.goodreads.com/book/show/23396164-neuroc-mic
mental,Lighter Than My Shadow,Katie Green,illness,"Like most kids, Katie was a picky eater. She'd sit at the table in silent protest, hide uneaten toast in her bedroom, listen to parental threats that she'd have to eat it for breakfast.
But in any life a set of circumstance can collide, and normal behavior might soon shade into something sinister, something deadly.
Lighter Than My Shadow is a hand-drawn story of struggle and recovery, a trip into the black heart of a taboo illness, an exposure of those who are so weak as to prey on the vulnerable, and an inspiration to anybody who believes in the human power to endure towards happiness.",https://www.goodreads.com/book/show/19856452-lighter-than-my-shadow
mental,Les Histoires de Woodsman Pete,Lilli Carre,,"Ce livre est une collection de vignettes et d'histoires ayant pour sujet un homme des bois solitaire nomme Pete et du celebre geant mythique Paul Bunyan.
La legende attribue la creation des Grands Lacs, des Rocheuses et des marees de la baie de Fundy a Bunyan et a Babe, son boeuf bleu. Mais les legendes prennent formes de differentes facons...
Premier livre en francais pour cette jeune illustratrice americaine.",https://www.goodreads.com/book/show/22046139-les-histoires-de-woodsman-pete
mental,Becoming Unbecoming,Una,,"This extraordinary graphic novel is a powerful denunciation of sexual violence against women. As seen through the eyes of a twelve-year-old girl named Una, it takes place in northern England in 1977, as the Yorkshire Ripper, a serial killer of prostitutes, is on the loose and creating panic among the townspeople. As the police struggle in their clumsy attempts to find the killer, and the headlines in the local paper become more urgent, a once self-confident Una teaches herself to ""lower her gaze"" in order to deflect attention from boys.
After she is ""slut-shamed"" at school for having birth control pills, Una herself is the subject of violent acts for which she comes to blame herself. But as the police finally catch up and identify the killer, Una grapples with the patterns of behavior that led her to believe she was to blame.
Becoming Unbecoming combines various styles, press clippings, photo-based illustrations, and splashes of color to convey Una's sense of confusion and rage, as well as sobering statistics on sexual violence against women. The book is a no-holds-barred indictment of sexual violence against women and the shame and blame of its victims that also celebrates the empowerment of those able to gain control over their selves and their bodies.
Una (a pseudonym) is an artist, academic, and comics creator. Becoming Unbecoming, which took seven years to create, is her first book. She lives in the United Kingdom.",https://www.goodreads.com/book/show/28818824-becoming-unbecoming
mental,"Mars, Volume 03",Fuyumi Soryo,,"Although Kira and Rei are opposites in every way, their bond just keeps getting stronger and stronger. Rei finally trusts Kira enough to take her to the racetrack to watch him ride his beloved motorcycle. Just when Kira and Rei's romance is getting hot and heavy, Rei is called away to ride in the race of his life, the Suzuka 8-endurance. Kira would give anything to be there to support him, but her mom forbids her to go along. As Kira roots for him across the miles, Rei fights his way to the finish line in this mile-a-minute manga.",https://www.goodreads.com/book/show/512890.Mars_Volume_03
mental,"10 count, tome 1",Rihito Takarai,,"Shirotani est un jeune homme brillant atteint de mysophobie ( peur d'etre contamine par des microbes). Quand le chef d'entreprise pour lequel il travaille est victime d'un accident, il rencontre Kurose, un jeune homme qui lui conseille de se faire soigner et lui laisse la carte d'une clinique psychiatrique. Le lendemain, Shirotani se rend a la clinique et comprend que Kurose est un des psychiatres qui y travaille. Les deux noueront alors une relation qui depassera bientot le cadre medecin-patient...",https://www.goodreads.com/book/show/24662560-10-count-tome-1
mental,Chasing Shadows,Swati Avasthi Craig Phillips,illness mental,"""A superb novel about grief, friendship, and mental illness, mixing in graphic-novel elements and themes from Hindu mythology."" --Publishers Weekly,Starred
Corey, Holly, and Savitri are closer than family until a random act of violence shatters their world. A gunman shoots at their car, leaving Corey dead, Holly in a coma, and Savitri the sole witness to the crime.
When Holly wakes up, she is changed--determined to hunt down Corey's killer, whatever the cost. Savitri fears that Holly is running wild, losing her grip on reality. Friends should stand by each other in times of crisis. But can you hold on too tight? Too long?
Swati Avasthi delivers a riveting novel that will appeal to fans of Laini Taylor and Laurie Halse Anderson.
""Haunting, mesmerizing and intense."" --Kirkus Reviews,Starred
""[A] visceral story of love, grief, and madness that is both action-packed and psychologically acute."" --The Horn Book",https://www.goodreads.com/book/show/16142091-chasing-shadows
mental,"Narutaru, vol. 9",Mohiro Kitoh,,"Un pilota misteriosamente scomparso. Un'anziana madre in perenne attesa. Un'enorme versione della casa di Baba Yaga che sorvola i cieli russi. Una presenza inquietante nei corridoi della scuola di Shiina. Un nuovo evento traumatico per Sakura. L'occhio freddo di Mohiro Kito si posa di nuovo sulle vite di un manipolo di giovani giapponesi, usando la fantascienza e il mistero per delineare l'inquietante realta di una gioventu alla deriva. Spaventoso ed entusiasmante al tempo stesso.",https://www.goodreads.com/book/show/32320821-narutaru-vol-9
mental,Trauma is Really Strange,Steve Haines Sophie Standing,trauma,"What is trauma? How does it change the way our brains work? And how can we overcome it?
When something traumatic happens to us, we dissociate and our bodies shut down their normal processes. This unique comic explains the strange nature of trauma and how it confuses the brain and affects the body. With wonderful artwork, cat and mouse metaphors, essential scientific facts, and a healthy dose of wit, the narrator reveals how trauma resolution involves changing the body's physiology and describes techniques that can achieve this, including Trauma Releasing Exercises that allow the body to shake away tension, safely releasing deep muscular patterns of stress and trauma.",https://www.goodreads.com/book/show/27039278-trauma-is-really-strange
mental,When Anxiety Attacks,Terian Koscik,anxiety,"Frank and full of gentle humor, Terian Koscik's graphic memoir shares her experiences of living with anxiety, finding the courage to see a therapist, and learning more than she could have imagined.
Even in childhood anxious thoughts would seep into Terian's day. Yet she never thought that getting professional help was for her, simply concluding that her problems weren't ""real"" problems (a lion hadn't devoured her whole family, for example). But when her anxiety finally became overwhelming, she knew it was time to see a therapist.
To her surprise, Terian learned endless coping techniques through her therapy sessions. She shares how mindfulness strategies helped her observe anxious thoughts without criticizing them, and how ""I"" statements encouraged her to express feelings more openly in relationships. But perhaps the most important thing she learned was that there really is no ""right"" way to feel.",https://www.goodreads.com/book/show/27039276-when-anxiety-attacks
mental,Blue Lust 1,Hinako hinako,,"Shu iXia noWu Hou , Zhun Ren haYi Ren noNan Zi Sheng Tu toChu Hui u.
soreha, Wu Kou deZhou ritoXun Ran moutoshinaiZhuan Xiao Sheng noZou Zhen datsuta.
Wu Shang niLi tsuZou Zhen noZi to, Zi Shen noHou rometaiGuo Qu woZhong neteshimauZhun Ren ha,
Bi nokotowoQi nikakeruyouninaru.
sonnaZhun Ren noYou shisaniHong re, Zhou ritoXun Ran mezuniitaZou Zhen nimoCi Di niXiao Yan gaZeng eteiku.
sonnaZhe , Guo Qu niZhun Ren gaShang tsuke, Ju Jue shitaXiang Shou Gong Ze gaXian re------.",https://www.goodreads.com/book/show/28111127-blue-lust-1
mental,Vincent,Barbara Stok Camila Werner,,"Vincent van Gogh (1853-1890) e sua mente torturada conceberam uma arte fascinante que transcendeu sua propria historia para se tornar um dos mais expressivos e maravilhosos conjuntos de pinturas jamais concebidos. Nesta graphic novel de tracos pop originalissimos, Barbara Stok retrata de forma delicada e luminosa os ultimos anos da vida do pintor holandes, passados na Franca, onde encontrou nao apenas seu fim, mas tambem a natureza e a luz que imortalizou em seus quadros.
Em 1888, apos uma estadia de dois anos em Paris, Vincent van Gogh muda-se para Arles, no sul da Franca. A luminosidade, os espacos abertos e as paisagens bucolicas da regiao, alem do proprio contato com a natureza, fornecem ao artista a materia-prima para aquela que e considerada a fase mais rica e revolucionaria de sua arte.
Se por um lado o ambiente o enche de contentamento e esperanca, por outro agravam-se seu desequilibrio e sua angustia, piorados ainda pela falta de dinheiro e de perspectivas concretas de futuro e pela culpa de ser um fardo para o irmao, Theo, que o sustentava financeiramente.
E esse turbulento e rico periodo, nao apenas crucial para a compreensao do genio Van Gogh como tambem emblematico de sua existencia, que a artista grafica Barbara Stok retrata, com um colorido e uma singeleza dignos do genio holandes. Barbara pinta com todas as cores um Vincent humano, com suas ambiguidades e fraquezas. Incorporando sabiamente trechos de cartas escritas ao irmao Theo e telas do proprio pintor, aborda seu processo criativo, suas ideias sobre pintura e a obcecada conviccao em sua propria arte, que sempre o guiou. O resultado e um personagem cativante, repleto de nuances, e que emociona por sua arte e tambem pela pureza da paixao com que a perseguia.
Barbara Stok nasceu em 1970 em Groningen, na Holanda. Trabalhou como fotografa e jornalista ate estrear, em 1998, com o livro de tiras Barbaraal tot op het bot, no qual retratava o proprio cotidiano. Seu traco original, sua narrativa delicada e sua maneira de ampliar pequenos detalhes da existencia fizeram sucesso. Vincent e seu oitavo livro, no qual ela trabalhou por tres anos, com apoio do Museu Van Gogh, de Amsterda.",https://www.goodreads.com/book/show/23836479-vincent
mental,"Bizenghast, Volume 5 (Bizenghast, #5)",M. Alice LeGrow,,,https://www.goodreads.com/book/show/2122914.Bizenghast_Volume_5
mental,Arkham: Pochmurný dům v pochmurném světě,Grant Morrison Dave McKean Stepan Kopriva,,"In this groundbreaking, painted graphic novel, the inmates of Arkham Asylum have taken over Gotham's detention center for the criminally insane on April Fools Day, demanding Batman in exchange for their hostages. Accepting their demented challenge, Batman is forced to live and endure the personal hells of the Joker, Scarecrow, Poison Ivy, Two-Face and many other sworn enemies in order to save the innocents and retake the prison. During his run through this absurd gauntlet, the Dark Knights own sanity is placed in jeopardy. This special anniversary edition trade paperback also reproduces the original script with annotations by Morrison and editor Karen Berger.",https://www.goodreads.com/book/show/18043340-arkham
mental,Lighter Than My Shadow,Katie Green,illness,"Like most kids, Katie was a picky eater. She'd sit at the table in silent protest, hide uneaten toast in her bedroom, listen to parental threats that she'd have to eat it for breakfast.
But in any life a set of circumstance can collide, and normal behavior might soon shade into something sinister, something deadly.
Lighter Than My Shadow is a hand-drawn story of struggle and recovery, a trip into the black heart of a taboo illness, an exposure of those who are so weak as to prey on the vulnerable, and an inspiration to anybody who believes in the human power to endure towards happiness.",https://www.goodreads.com/book/show/17456953-lighter-than-my-shadow
mental,Questo non è il mio corpo,Moyoco Anno,,"Noko Hanazawa e una giovane ""office lady"" con un'ossessione per il cibo. Di fronte a qualsiasi problema, dalle angherie dei superiori alle offese dei ragazzi, Noko reagisce mangiando compulsivamente, fino a dimenticare ogni cosa. Per Saito, il suo ragazzo, il fatto che Noko sia sovrappeso non sembra un problema. Un giorno pero, Noko scopre che Saito ha una relazione con una collega di ufficio, e decide di dimagrire per riconquistarlo, ma le cose sono molto diverse da come sembrano. Una storia d'amore densa, insinuante e a tratti sgradevole nello sua crudezza, ma venata d'ironia. Il racconto della lotta quotidiana tra il bisogno psicologico di nutrimento e il desiderio di essere magri fino a scomparire.",https://www.goodreads.com/book/show/9672142-questo-non-il-mio-corpo
mental,"Loveless, Volume 2",Yun Kouga Ray Yoshimoto Christine Boylan,,,https://www.goodreads.com/book/show/30205.Loveless_Volume_2
mental,ライチ☆光クラブ,Gu Wu Tu Wan,,"konnichiha.
[raichiGuang kurabu] woMiao itaGu Wu Tu Wan desu.
konoMan Hua haJin kara20Nian Qian , 1985Nian Pu gaGao Xiao 2Nian noShi niGuan taWu Tai woMan Hua nishitamonodesu. sorehaamariniChong Ji De naWu Tai deshita.
Pu gaBiao Xian noDao niRu tsutanohakonoYan Ju gakitsukaketoYan tsutemoGuo Yan dehaarimasen.
desukarakorewoMan Hua nisuruniatatsuteQi He Ru rimakutsutemasu. Hui mo, Wu Yu moTai Ci moYin Wei niYin Wei woZhong neyoriQiang Du noGao iMan Hua woMu Zhi shimashita.
Yuan An tsukidesugaXian Shi Dian dePu gaMiao itaMan Hua noZhong deZui Gao noChu Lai datoDuan Yan dekimasu.
Dang Shi , konnanisugoiShi Jie gaatsutatoiukotowoShi Fei Zhi tsuteitadakitaitoSi imasu.",https://www.goodreads.com/book/show/3685029
mental,Look Straight Ahead,Elaine M. Will,mental,"Jeremy Knowles is a 17-year-old outcast who dreams of being a great artist. But when he suffers a severe mental breakdown brought on by bullying and other pressures at school, his future is called into question - as is his very existence! Can he survive the experience through the healing power of art? And just what does it mean to be ""crazy,"" anyway?",https://www.goodreads.com/book/show/17987876-look-straight-ahead
mental,See You Next Tuesday,Jane Mai,,"This collection of diary comics features the ennui and wee of twenty-something Jane Mai whose emotions and art traverse the high and low. Moments of visual poetry and heartbreak are interspersed by bad body hair and bathroom disasters--much like life.
Jane Mai is a freelance illustrator and comic artist from Brooklyn, New York. Her work has appeared in several anthologies and self-published zines. In 2012, Koyama Press published her first book, Sunday in the Park with Boys, which was followed by the zine Sorry I Can't Come in on Monday I'm Really Really Sick.",https://www.goodreads.com/book/show/25330323-see-you-next-tuesday
mental,"Your Lie in April, Vol. 9",Naoshi Arakawa,suicide,"COMBINED FORCES
""Want to commit double suicide with me?"" Kaori's words echo in Kosei's mind. What can he do for her now, while she is still hospitalized? At the Aiza home, Nagi sees her brother Takeshi fall deeper and deeper into a slump and wonders how to cheer him up. Amid their worries, the teacher and student form a surprise duo for Kurumigaoka Middle School's festival. What will happen with two pianists on one piano?!",https://www.goodreads.com/book/show/27876531-your-lie-in-april-vol-9
mental,Bad Habits: A Love Story,Cristy C. Road,,"Twenty-five-year-old graphic artist Cristy Road embarks on an uncensored and largely autobiographical tour of an underground world, one full of wild characters and personal revolutions. In her circle, drugs are cheap, ubiquitous, and sometimes feel like the only way out, and Road's street psychopharmacology results in experiences that are both revelatory and tragic. Writing in a tradition of some of the finest transgressive authors, such as Jean Genet, William S. Burroughs, and Kathy Acker, Road depicts the damaged soul and psyche of her young protagonist with language as violent as the street and sex as raw as the language. Somewhere along this hyperreal tour, our heroine learns to leave her bad habits behind and emerge stronger and more independent, clean and open to love.",https://www.goodreads.com/book/show/3085574-bad-habits
mental,Stitches: A Memoir,David Small,cancer,"Finalist for the 2009 National Book Award and finalist for two 2010 Will Eisner Comic Industry Awards: the prize-winning children's author depicts a childhood from hell in this searing yet redemptive graphic memoir.
One day David Small awoke from a supposedly harmless operation to discover that he had been transformed into a virtual mute. A vocal cord removed, his throat slashed and stitched together like a bloody boot, the fourteen-year-old boy had not been told that he had cancer and was expected to die.
In Stitches, Small, the award-winning children's illustrator and author, re-creates this terrifying event in a life story that might have been imagined by Kafka. As the images painfully tumble out, one by one, we gain a ringside seat at a gothic family drama where David--a highly anxious yet supremely talented child--all too often became the unwitting object of his parents' buried frustration and rage.
Believing that they were trying to do their best, David's parents did just the reverse. Edward Small, a Detroit physician, who vented his own anger by hitting a punching bag, was convinced that he could cure his young son's respiratory problems with heavy doses of radiation, possibly causing David's cancer. Elizabeth, David's mother, tyrannically stingy and excessively scolding, ran the Small household under a cone of silence where emotions, especially her own, were hidden.
Depicting this coming-of-age story with dazzling, kaleidoscopic images that turn nightmare into fairy tale, Small tells us of his journey from sickly child to cancer patient, to the troubled teen whose risky decision to run away from home at sixteen--with nothing more than the dream of becoming an artist--will resonate as the ultimate survival statement.
A silent movie masquerading as a book, Stitches renders a broken world suddenly seamless and beautiful again. Finalist for the 2009 National Book Award (Young Adult); finalist for two 2010 Will Eisner Comic Industry Awards (Best Writer/Artist: Nonfiction; Best Reality-Based Work).",https://www.goodreads.com/book/show/13509102-stitches
mental,Chopsticks,Jessica Anthony,,"After her mother died, Glory retreated into herself and her music. Her single father raised her as a piano prodigy, with a rigid schedule and the goal of playing sold-out shows across the globe. Now, as a teenager, Glory has disappeared. As we flash back to the events leading up to her disappearance, we see a girl on the precipice of disaster. Brilliant and lonely, Glory is drawn to an artistic new boy, Frank, who moves in next door. The farther she falls, the deeper she spirals into madness. Before long, Glory is unable to play anything but the song ""Chopsticks.""
But nothing is what it seems, and Glory's reality is not reality at all. In this stunningly moving novel told in photographs, pictures, and words, it's up to the reader to decide what is real, what is imagined, and what has been madness all along....",https://www.goodreads.com/book/show/34739601-chopsticks
mental,Meu amigo Dahmer,Derf Backderf Erico Assis,,"Sera possivel identificar os tracos de personalidade de um assassino antes mesmo que ele comece a matar? Imagine descobrir que um amigo seu de escola acabou se transformando num dos mais temidos serial killers do seculo? Essa e a historia real que o quadrinista Derf Backderf relata na graphic novel Meu Amigo Dahmer. Meu Amigo Dahmer traz o perfil do psicopata Jeff Dahmer quando este ainda era um aluno do ensino medio. O autor do livro foi seu colega de turma nos anos 1970, e conviveu com o futuro ""canibal de Milwaukee"" com uma intimidade que Dahmer talvez so viesse a compartilhar novamente com suas vitimas. Juntos, Derf e Dahmer estudaram para provas, mataram aula, jogaram basquete. Os dois tomaram rumos diferentes, e Derf so voltaria a saber do amigo pelo noticiario, anos depois. Em 1991, os crimes de Jeffrey Dahmer vieram a tona: necrofilia, canibalismo e uma lista de pelo menos 17 mortos, entre homens adultos e garotos. O primeiro assassinato teria acontecido meses apos a formatura no colegio. Alem de remexer nos seus velhos cadernos e albuns de fotografia, Derf consultou seus amigos de adolescencia, antigos professores, os arquivos do fbi e a cobertura da midia apos a descoberta de seus crimes antes de roteirizar Meu Amigo Dahmer. Muitos tinham historias do garoto que costumava fingir surtos epilepticos, que exagerava na bebida antes mesmo de ir para a aula e que parecia ter uma fixacao em dissecar os animais atropelados que encontrava perto de casa. Mas quem realmente poderia prever os caminhos sombrios pelos quais ele seguiria? Seria possivel evitar tamanha tragedia? Meu Amigo Dahmer, a historia (em quadrinhos) antes da historia, foi premiada no Festival de Angouleme, Franca, em 2014, e incluida pela revista Time como um dos cinco melhores livros de nao ficcao de 2012. A primeira HQ da colecao Crime Scene inaugura a publicacao de historias em quadrinhos, graphic novels e mangas pela DarkSide Graphic Novel.",https://www.goodreads.com/book/show/35217067-meu-amigo-dahmer
mental,El club de la lucha 2,Chuck Palahniuk Cameron Stewart,,"Veinte anos despues de la primera publicacion de El club de la lucha, llega su esperada secuela... directamente como novela grafica. Chuck Palahniuk ha elaborado un guion a la altura de sus mejores trabajos y Cameron Stewart lo ilustra con un espectacular desempeno.
Diez anos despues del nacimiento del proyecto Estragos, Sebastian (asi se llama el narrador de la historia) lleva una vida mundana. Tiene un trabajo insignificante en una empresa contratista militar llamada Levantarse o morir, se ha casado con Marla y tienen un hijo. Gracias a la medicacion se ha mantenido a raya durante todo este tiempo, pero no por mucho mas. Tyler Durden va a regresar mas rebelde y anarquico que nunca.",https://www.goodreads.com/book/show/30325238-el-club-de-la-lucha-2
mental,Daddy's Girl,Debbie Drechsler,,,https://www.goodreads.com/book/show/530449.Daddy_s_Girl
mental,"Life, Vol. 1 (Life, #1)",Keiko Suenobu,,"Ayumu esta a punto de presentarse a los complicados examenes de ingreso al instituto, y para seguir estando junto a su gran amiga Shino decide intentar ingresar en el mismo instituto que ella, a pesar de que sus notas son mediocres. Pero es Ayumu, y no Shino, quien consigue plaza en el prestigioso centro.
El rechazo de Shino, que llena de rabia acusa a su amiga de su fracaso, sume a Ayumu en un estado de apatia y depresion que solo consigue aliviar autolesionandose, haciendose cortes en las munecas con un cutter.
A lo dramatico del estado de Ayumu se une el hecho de que nadie a su alrededor parece percatarse de su estado. Ni su madre, centrada en los logros academicos de su hija menor, ni sus profesores, ni ninguno de sus nuevos companeros de clase hacen ningun esfuerzo en conocerla.
La unica luz en la vida de Ayumu es Manami, una nueva companera de clase bonita y risuena que parece tener una vida perfecta. Pero tras su fachada de aparente alegria y normalidad se oculta una personalidad manipuladora y dependiente que hunde aun mas a Ayumu, ya que le confirma sus sospechas de que no sirve para nada, de que merece sufrir para ser mejor persona.",https://www.goodreads.com/book/show/28690132-life-vol-1
mental,Sex Criminals #20: Outs,Matt Fraction Chip Zdarsky,,"END OF STORY ARC All good things, like sex, crime, and this arc of SEX CRIMINALS, come to an end. And this one ends with CHARACTERS doing THINGS and making CHOICES that CHANGE EVERYTHING! In terms of, y'know, the SEX CRIMINALS comic book. Everything's still the same over in, like, Batman or whatever.",https://www.goodreads.com/book/show/34667815-sex-criminals-20
mental,Dark X-Men,Paul Cornell Leonard Kirk,,"From the dust of UTOPIA comes DARK X-MEN! Never one to say ""die,"" Norman Osborn is keeping what's left of HIS X-Men alive. MYSTIQUE! DARK BEAST! WEAPON OMEGA! MIMIC! They are the public face of mutants in an Osborn world. And what a face they are! But what does Nate Grey, a.k.a. X-MAN, have to do with it? The critically acclaimed team of PAUL CORNELL (BLACK WIDOW, TV's Dr. Who) and Leonard Kirk (CAPTAIN BRITAIN and MI13) take on the world of X! COLLECTING:Dark X-Men #1-5",https://www.goodreads.com/book/show/8684523-dark-x-men
mental,Burying Sandwiches,Rob Sato,,"Since birth, a young girl struggles with her hatred of not just food, but the entire idea of eating. Her attempts to solve her problem go nowhere. Temporary salvation arrives as she discovers sustennance and joy in things supernatural. Awarded a 2004 Xeric Grant, this graphic novel was included among ""The Comics Journal's Best Comics of 2005"".",https://www.goodreads.com/book/show/633497.Burying_Sandwiches
mental,"Othello, volume 7",Satomi Ikezawa William Flanagan,,"ME, MYSELF, AND MY OTHER SELF
Shy Yaya has always lacked the self-confidence to follow her heart-whether that entails pursuing her budding relationship with the nice-guy guitarist Moriyama or making her singing aspirations a reality. That's why Yaya has suddenly given her alternate personality, the loose cannon Nana, complete control of her life. Can the world survive a full-time Nana? Can polar opposites, Yaya and Nana, find enough middle ground to make their mutual dreams come true? It's all here in the exciting final volume of Othello!",https://www.goodreads.com/book/show/177317.Othello_volume_7
mental,Batman,Grant Morrison Dave McKean,,"In this groundbreaking, painted graphic novel, the inmates of Arkham Asylum have taken over Gotham's detention center for the criminally insane on April Fools Day, demanding Batman in exchange for their hostages. Accepting their demented challenge, Batman is forced to live and endure the personal hells of the Joker, Scarecrow, Poison Ivy, Two-Face and many other sworn enemies in order to save the innocents and retake the prison. During his run through this absurd gauntlet, the Dark Knights own sanity is placed in jeopardy. This special anniversary edition trade paperback also reproduces the original script with annotations by Morrison and editor Karen Berger.",https://www.goodreads.com/book/show/6766382-batman
mental,Eu Tinha Um Cão Negro: Seu Nome Era Depressão,Matthew Johnstone,,"O Cao Negro poder ser um monstro terrivel, mas tira-lo da penumbra e o primeiro passo na direcao da recuperacao. Para domar essa fera, e preciso procurar ajuda medica, buscar forcas dentro de si mesmo e o apoio da familia e dos amigos.",https://www.goodreads.com/book/show/24836920-eu-tinha-um-c-o-negro
mental,Indigo Vertigo,Katie Jane Garside Dan Schaffer,,"Indigo Vertigo is a 48-page graphic novella, written by KatieJane Garside and illustrated by Dogwitch creator, Daniel Schaffer. It was published by Image Comics in 2005.
Indigo Vertigo is described as ""the hallucinatory spectacle of one woman's experience at the brink of reality."" A quote from Warren Ellis on the back cover reads, ""Like Sylvia Plath fucking David Lynch"".
According to Schaffer, who acknowledges a heavy influence from Lynch (and also Japanese auteur, Shinya Tsukamoto), the book is an experiment in subjective storytelling, and came about as the result of an unconventional, intuitive creative process developed by himself and KatieJane Garside (vocalist with extreme rock band Queenadreena).
In an interview posted on comics news site The Pulse in 2005, Schaffer explains - ""Indigo Vertigo is an attempt to connect to the reader by acknowledging the demons and empty spaces that are within everybody. If you're going to do something like that without pretension or agenda, you have to first expose the same thing from within yourself, and so this book is a glimpse of that truth, from the perspective of both Katie and myself, with a little bit of space for the reader. It's a book designed to reach out through example, and it will come alive if you bring something of yourself to it.""",https://www.goodreads.com/book/show/25783426-indigo-vertigo
mental,The Freddie Stories,Lynda Barry,,"Here is the first new collection of Lynda Barry's nationally syndicated cartoon strip in more than five years. Lynda Barry, creator of the 'My Life' and 'Ernie Pook's Comeek' comic strips, is syndicated in over 40 alternative weekly newspapers across the country. The Freddie Stories&#8212;featuring sisters Marlys and Maybonne, and their spunky little brother Freddie--continues Lynda Barry's brilliant, raw, and completely original exploration of youth, coming of age, friendship, attitude, and being in the world.",https://www.goodreads.com/book/show/29016.The_Freddie_Stories
mental,Cruddy,Lynda Barry,,,https://www.goodreads.com/book/show/29015.Cruddy
mental,Renée,Ludovic Debeurme,,,https://www.goodreads.com/book/show/36117687-ren-e
